,AAPL,GOOG,MSFT
2025-12-12 14:30:00+00:00,,315.0950012207031,480.5899963378906
2025-12-12 14:31:00+00:00,,315.3299865722656,482.0224914550781
2025-12-12 14:32:00+00:00,,314.9849853515625,481.54998779296875
2025-12-12 14:33:00+00:00,,315.6400146484375,481.55499267578125
2025-12-12 14:34:00+00:00,,315.6400146484375,481.2699890136719
2025-12-12 14:35:00+00:00,,315.2349853515625,480.2099914550781
2025-12-12 14:36:00+00:00,,314.74200439453125,480.32000732421875
2025-12-12 14:37:00+00:00,,314.9100036621094,480.7900085449219
2025-12-12 14:38:00+00:00,,314.625,480.70001220703125
2025-12-12 14:39:00+00:00,,314.3793029785156,480.4949951171875
2025-12-12 14:40:00+00:00,,314.4849853515625,480.3500061035156
2025-12-12 14:41:00+00:00,,313.6099853515625,479.6499938964844
2025-12-12 14:42:00+00:00,,313.489990234375,479.3699951171875
2025-12-12 14:43:00+00:00,,313.1600036621094,478.5863952636719
2025-12-12 14:44:00+00:00,,312.8699951171875,479.05499267578125
2025-12-12 14:45:00+00:00,,312.840087890625,478.7850036621094
2025-12-12 14:46:00+00:00,,312.8900146484375,479.19000244140625
2025-12-12 14:47:00+00:00,,312.8179016113281,479.114990234375
2025-12-12 14:48:00+00:00,,312.80999755859375,478.7550048828125
2025-12-12 14:49:00+00:00,,313.0,478.760009765625
2025-12-12 14:50:00+00:00,,312.3699951171875,479.3999938964844
2025-12-12 14:51:00+00:00,,312.6300048828125,479.7200012207031
2025-12-12 14:52:00+00:00,,313.2190856933594,479.17498779296875
2025-12-12 14:53:00+00:00,,312.6650085449219,479.7900085449219
2025-12-12 14:54:00+00:00,,312.67999267578125,479.7461853027344
2025-12-12 14:55:00+00:00,,312.8599853515625,479.9599914550781
2025-12-12 14:56:00+00:00,,312.7799987792969,479.8900146484375
2025-12-12 14:57:00+00:00,,312.9599914550781,479.95001220703125
2025-12-12 14:58:00+00:00,,313.1499938964844,480.1700134277344
2025-12-12 14:59:00+00:00,,313.41241455078125,480.9400939941406
2025-12-12 15:00:00+00:00,,313.32000732421875,480.55499267578125
2025-12-12 15:01:00+00:00,,313.3550109863281,480.9800109863281
2025-12-12 15:02:00+00:00,,313.25,480.8411865234375
2025-12-12 15:03:00+00:00,,313.4700012207031,480.6199951171875
2025-12-12 15:04:00+00:00,,312.9200134277344,480.68499755859375
2025-12-12 15:05:00+00:00,,313.010009765625,480.6050109863281
2025-12-12 15:06:00+00:00,,312.8299865722656,480.8299865722656
2025-12-12 15:07:00+00:00,,312.4530944824219,480.67999267578125
2025-12-12 15:08:00+00:00,,312.1400146484375,480.3599853515625
2025-12-12 15:09:00+00:00,,311.7900085449219,480.54998779296875
2025-12-12 15:10:00+00:00,,312.3699951171875,480.1549987792969
2025-12-12 15:11:00+00:00,,312.44000244140625,480.364990234375
2025-12-12 15:12:00+00:00,,312.41009521484375,480.37078857421875
2025-12-12 15:13:00+00:00,,312.125,480.385009765625
2025-12-12 15:14:00+00:00,,311.9352111816406,480.2799987792969
2025-12-12 15:15:00+00:00,,312.33990478515625,480.2149963378906
2025-12-12 15:16:00+00:00,,311.8699951171875,480.19000244140625
2025-12-12 15:17:00+00:00,,311.7900085449219,480.1700134277344
2025-12-12 15:18:00+00:00,,311.8887023925781,480.1499938964844
2025-12-12 15:19:00+00:00,,311.8299865722656,480.07000732421875
2025-12-12 15:20:00+00:00,,311.7799987792969,480.1099853515625
2025-12-12 15:21:00+00:00,,311.7349853515625,479.4949951171875
2025-12-12 15:22:00+00:00,,311.83319091796875,479.5400085449219
2025-12-12 15:23:00+00:00,,311.55499267578125,479.6400146484375
2025-12-12 15:24:00+00:00,,310.8399963378906,479.2449951171875
2025-12-12 15:25:00+00:00,,310.83990478515625,479.0899963378906
2025-12-12 15:26:00+00:00,,310.614990234375,478.7850036621094
2025-12-12 15:27:00+00:00,,310.510009765625,479.010009765625
2025-12-12 15:28:00+00:00,,309.9700012207031,478.5950012207031
2025-12-12 15:29:00+00:00,,309.5899963378906,478.44500732421875
2025-12-12 15:30:00+00:00,,309.7423095703125,479.32000732421875
2025-12-12 15:31:00+00:00,,309.8399963378906,479.57000732421875
2025-12-12 15:32:00+00:00,,310.05999755859375,479.6424865722656
2025-12-12 15:33:00+00:00,,310.260009765625,479.9949951171875
2025-12-12 15:34:00+00:00,,310.0799865722656,479.60198974609375
2025-12-12 15:35:00+00:00,,310.0,479.6199951171875
2025-12-12 15:36:00+00:00,,310.3349914550781,480.1199951171875
2025-12-12 15:37:00+00:00,,310.3468933105469,480.25531005859375
2025-12-12 15:38:00+00:00,,310.32000732421875,480.364990234375
2025-12-12 15:39:00+00:00,,310.3450012207031,480.4908142089844
2025-12-12 15:40:00+00:00,,310.25439453125,480.29998779296875
2025-12-12 15:41:00+00:00,,310.3599853515625,480.2099914550781
2025-12-12 15:42:00+00:00,,310.5274963378906,480.1449890136719
2025-12-12 15:43:00+00:00,,310.30999755859375,480.09490966796875
2025-12-12 15:44:00+00:00,,310.4800109863281,480.1875
2025-12-12 15:45:00+00:00,,310.6449890136719,480.3100891113281
2025-12-12 15:46:00+00:00,,310.5,480.1250915527344
2025-12-12 15:47:00+00:00,,310.760009765625,480.2998962402344
2025-12-12 15:48:00+00:00,,310.83489990234375,480.3299865722656
2025-12-12 15:49:00+00:00,,310.7250061035156,479.9815979003906
2025-12-12 15:50:00+00:00,,310.2900085449219,479.8999938964844
2025-12-12 15:51:00+00:00,,310.260009765625,479.7550048828125
2025-12-12 15:52:00+00:00,,310.1300048828125,479.9049987792969
2025-12-12 15:53:00+00:00,,310.1099853515625,479.70001220703125
2025-12-12 15:54:00+00:00,,309.8399963378906,479.364990234375
2025-12-12 15:55:00+00:00,,309.67999267578125,479.0199890136719
2025-12-12 15:56:00+00:00,,309.6300048828125,478.989990234375
2025-12-12 15:57:00+00:00,,309.4200134277344,478.5799865722656
2025-12-12 15:58:00+00:00,,308.4700012207031,477.4599914550781
2025-12-12 15:59:00+00:00,,308.54998779296875,477.7300109863281
2025-12-12 16:00:00+00:00,,308.7699890136719,477.3340148925781
2025-12-12 16:01:00+00:00,,308.22479248046875,477.2799987792969
2025-12-12 16:02:00+00:00,,307.92999267578125,477.3974914550781
2025-12-12 16:03:00+00:00,,307.510009765625,477.6000061035156
2025-12-12 16:04:00+00:00,,307.3388977050781,477.1000061035156
2025-12-12 16:05:00+00:00,,307.8424987792969,477.70001220703125
2025-12-12 16:06:00+00:00,,308.0528869628906,477.9316101074219
2025-12-12 16:07:00+00:00,,308.62640380859375,477.9700012207031
2025-12-12 16:08:00+00:00,,308.6116943359375,477.3800048828125
2025-12-12 16:09:00+00:00,,308.5299987792969,477.2004089355469
2025-12-12 16:10:00+00:00,,308.6200866699219,477.05999755859375
2025-12-12 16:11:00+00:00,,308.4800109863281,476.8349914550781
2025-12-12 16:12:00+00:00,,308.6199951171875,476.8399963378906
2025-12-12 16:13:00+00:00,,308.67138671875,477.1600036621094
2025-12-12 16:14:00+00:00,,308.7250061035156,477.3500061035156
2025-12-12 16:15:00+00:00,,308.79998779296875,477.7611999511719
2025-12-12 16:16:00+00:00,,308.4200134277344,477.19000244140625
2025-12-12 16:17:00+00:00,,308.20001220703125,477.54998779296875
2025-12-12 16:18:00+00:00,,307.8500061035156,477.4599914550781
2025-12-12 16:19:00+00:00,,307.8599853515625,477.2349853515625
2025-12-12 16:20:00+00:00,,307.7099914550781,477.0400085449219
2025-12-12 16:21:00+00:00,,307.5400085449219,476.55999755859375
2025-12-12 16:22:00+00:00,,307.2300109863281,476.6099853515625
2025-12-12 16:23:00+00:00,,307.2829895019531,476.7349853515625
2025-12-12 16:24:00+00:00,,307.739990234375,477.07000732421875
2025-12-12 16:25:00+00:00,,308.04150390625,476.82501220703125
2025-12-12 16:26:00+00:00,,307.8800048828125,477.19000244140625
2025-12-12 16:27:00+00:00,,307.3699951171875,477.260009765625
2025-12-12 16:28:00+00:00,,308.0249938964844,477.739990234375
2025-12-12 16:29:00+00:00,,308.0,477.76849365234375
2025-12-12 16:30:00+00:00,,307.80999755859375,477.92999267578125
2025-12-12 16:31:00+00:00,,307.7550048828125,477.4200134277344
2025-12-12 16:32:00+00:00,,307.4800109863281,477.510009765625
2025-12-12 16:33:00+00:00,,307.260009765625,477.46868896484375
2025-12-12 16:34:00+00:00,,307.3949890136719,477.7799987792969
2025-12-12 16:35:00+00:00,,307.30499267578125,477.6099853515625
2025-12-12 16:36:00+00:00,,307.3999938964844,477.5199890136719
2025-12-12 16:37:00+00:00,,307.3539123535156,477.3599853515625
2025-12-12 16:38:00+00:00,,307.37530517578125,477.25
2025-12-12 16:39:00+00:00,,307.43499755859375,477.42999267578125
2025-12-12 16:40:00+00:00,,307.6199951171875,477.3599853515625
2025-12-12 16:41:00+00:00,,308.07000732421875,477.739990234375
2025-12-12 16:42:00+00:00,,307.885009765625,477.8299865722656
2025-12-12 16:43:00+00:00,,308.2117919921875,478.29998779296875
2025-12-12 16:44:00+00:00,,308.3699951171875,478.4100036621094
2025-12-12 16:45:00+00:00,,308.3399963378906,478.22650146484375
2025-12-12 16:46:00+00:00,,308.510009765625,477.8900146484375
2025-12-12 16:47:00+00:00,,308.82000732421875,477.9200134277344
2025-12-12 16:48:00+00:00,,308.8949890136719,477.9049987792969
2025-12-12 16:49:00+00:00,,308.7900085449219,477.6199951171875
2025-12-12 16:50:00+00:00,,308.41009521484375,477.3399963378906
2025-12-12 16:51:00+00:00,,308.5,477.3900146484375
2025-12-12 16:52:00+00:00,,308.75,477.4100036621094
2025-12-12 16:53:00+00:00,,308.8598937988281,477.3999938964844
2025-12-12 16:54:00+00:00,,308.989990234375,477.3599853515625
2025-12-12 16:55:00+00:00,,308.7699890136719,477.25
2025-12-12 16:56:00+00:00,,309.07000732421875,477.4700012207031
2025-12-12 16:57:00+00:00,,309.0299987792969,477.19000244140625
2025-12-12 16:58:00+00:00,,308.9110107421875,476.9949951171875
2025-12-12 16:59:00+00:00,,309.260009765625,477.1549987792969
2025-12-12 17:00:00+00:00,,309.67498779296875,477.2550048828125
2025-12-12 17:01:00+00:00,,309.8500061035156,477.1700134277344
2025-12-12 17:02:00+00:00,,310.215087890625,477.3599853515625
2025-12-12 17:03:00+00:00,,310.1600036621094,477.75
2025-12-12 17:04:00+00:00,,309.8900146484375,477.5199890136719
2025-12-12 17:05:00+00:00,,310.2749938964844,477.8999938964844
2025-12-12 17:06:00+00:00,,310.2799987792969,477.6098937988281
2025-12-12 17:07:00+00:00,,310.5899963378906,477.9599914550781
2025-12-12 17:08:00+00:00,,310.6000061035156,477.8349914550781
2025-12-12 17:09:00+00:00,,310.5050048828125,477.8500061035156
2025-12-12 17:10:00+00:00,,310.6000061035156,477.7300109863281
2025-12-12 17:11:00+00:00,,310.6199951171875,477.889892578125
2025-12-12 17:12:00+00:00,,310.5400085449219,477.6600036621094
2025-12-12 17:13:00+00:00,,310.489990234375,477.7250061035156
2025-12-12 17:14:00+00:00,,310.4949951171875,477.82000732421875
2025-12-12 17:15:00+00:00,,310.6499938964844,478.07000732421875
2025-12-12 17:16:00+00:00,,310.44000244140625,478.17498779296875
2025-12-12 17:17:00+00:00,,310.55010986328125,478.17999267578125
2025-12-12 17:18:00+00:00,,310.57000732421875,478.364990234375
2025-12-12 17:19:00+00:00,,310.5574035644531,478.5116882324219
2025-12-12 17:20:00+00:00,,310.3800048828125,478.4599914550781
2025-12-12 17:21:00+00:00,,310.3299865722656,478.4599914550781
2025-12-12 17:22:00+00:00,,310.375,478.4800109863281
2025-12-12 17:23:00+00:00,,310.42999267578125,478.5570068359375
2025-12-12 17:24:00+00:00,,310.3399963378906,478.5
2025-12-12 17:25:00+00:00,,309.8699951171875,478.55999755859375
2025-12-12 17:26:00+00:00,,309.82501220703125,478.1099853515625
2025-12-12 17:27:00+00:00,,309.75,478.0799865722656
2025-12-12 17:28:00+00:00,,309.656005859375,477.7406005859375
2025-12-12 17:29:00+00:00,,309.57000732421875,477.7650146484375
2025-12-12 17:30:00+00:00,,309.2950134277344,477.489990234375
2025-12-12 17:31:00+00:00,,309.0610046386719,477.30999755859375
2025-12-12 17:32:00+00:00,,309.3200988769531,477.75
2025-12-12 17:33:00+00:00,,309.45001220703125,477.86749267578125
2025-12-12 17:34:00+00:00,,309.2900085449219,477.95001220703125
2025-12-12 17:35:00+00:00,,309.6300048828125,477.7449951171875
2025-12-12 17:36:00+00:00,,310.0400085449219,477.92999267578125
2025-12-12 17:37:00+00:00,,310.1199951171875,478.135009765625
2025-12-12 17:38:00+00:00,,310.3599853515625,478.44000244140625
2025-12-12 17:39:00+00:00,,310.5249938964844,478.6099853515625
2025-12-12 17:40:00+00:00,,310.6600036621094,478.8800048828125
2025-12-12 17:41:00+00:00,,310.42999267578125,478.6300048828125
2025-12-12 17:42:00+00:00,,310.53009033203125,478.54998779296875
2025-12-12 17:43:00+00:00,,310.70458984375,478.4800109863281
2025-12-12 17:44:00+00:00,,310.6449890136719,478.32501220703125
2025-12-12 17:45:00+00:00,,311.010009765625,478.6199951171875
2025-12-12 17:46:00+00:00,,311.2099914550781,478.95001220703125
2025-12-12 17:47:00+00:00,,311.2701110839844,479.0
2025-12-12 17:48:00+00:00,,311.2349853515625,479.1600036621094
2025-12-12 17:49:00+00:00,,311.1700134277344,479.0199890136719
2025-12-12 17:50:00+00:00,,310.9200134277344,478.510009765625
2025-12-12 17:51:00+00:00,,310.9595947265625,478.55999755859375
2025-12-12 17:52:00+00:00,,311.010009765625,478.6099853515625
2025-12-12 17:53:00+00:00,,311.1050109863281,478.55999755859375
2025-12-12 17:54:00+00:00,,311.04998779296875,478.4200134277344
2025-12-12 17:55:00+00:00,,311.18499755859375,478.3999938964844
2025-12-12 17:56:00+00:00,,311.0010070800781,478.3598937988281
2025-12-12 17:57:00+00:00,,310.9750061035156,478.2831115722656
2025-12-12 17:58:00+00:00,,311.0400085449219,478.54998779296875
2025-12-12 17:59:00+00:00,,311.0439147949219,478.4599914550781
2025-12-12 18:00:00+00:00,,310.989990234375,478.67498779296875
2025-12-12 18:01:00+00:00,,310.9700012207031,478.635009765625
2025-12-12 18:02:00+00:00,,310.9800109863281,478.7300109863281
2025-12-12 18:03:00+00:00,,311.0299987792969,478.67999267578125
2025-12-12 18:04:00+00:00,,311.0799865722656,478.7049865722656
2025-12-12 18:05:00+00:00,,311.1300048828125,478.5899963378906
2025-12-12 18:06:00+00:00,,311.0899963378906,478.7659912109375
2025-12-12 18:07:00+00:00,,311.0199890136719,478.5050048828125
2025-12-12 18:08:00+00:00,,310.8900146484375,478.510009765625
2025-12-12 18:09:00+00:00,,310.9849853515625,478.5400085449219
2025-12-12 18:10:00+00:00,,311.0799865722656,478.5199890136719
2025-12-12 18:11:00+00:00,,310.7699890136719,478.5450134277344
2025-12-12 18:12:00+00:00,,311.375,478.9700012207031
2025-12-12 18:13:00+00:00,,311.135009765625,478.7200012207031
2025-12-12 18:14:00+00:00,,311.0799865722656,478.6549072265625
2025-12-12 18:15:00+00:00,,311.45001220703125,478.7900085449219
2025-12-12 18:16:00+00:00,,311.5884094238281,478.9599914550781
2025-12-12 18:17:00+00:00,,311.5195007324219,478.87200927734375
2025-12-12 18:18:00+00:00,,311.42999267578125,479.0
