Datetime,AAPL,GOOG,MSFT
2025-11-05 14:30:00+00:00,268.30999755859375,278.7200012207031,512.4650268554688
2025-11-05 14:31:00+00:00,268.3800048828125,278.8594055175781,512.0399780273438
2025-11-05 14:32:00+00:00,267.6000061035156,278.92999267578125,512.6900024414062
2025-11-05 14:33:00+00:00,267.7550048828125,278.92999267578125,512.0250244140625
2025-11-05 14:34:00+00:00,267.2099914550781,278.489990234375,511.9599914550781
2025-11-05 14:35:00+00:00,267.1099853515625,278.489990234375,511.5797119140625
2025-11-05 14:36:00+00:00,267.19000244140625,278.010009765625,511.70001220703125
2025-11-05 14:37:00+00:00,267.7300109863281,278.82000732421875,512.47998046875
2025-11-05 14:38:00+00:00,267.9385070800781,279.5400085449219,512.6849975585938
2025-11-05 14:39:00+00:00,267.67498779296875,280.54998779296875,512.0900268554688
2025-11-05 14:40:00+00:00,267.19500732421875,279.6499938964844,511.8949890136719
2025-11-05 14:41:00+00:00,267.4486083984375,279.2099914550781,512.0
2025-11-05 14:42:00+00:00,267.8599853515625,279.38250732421875,512.0150146484375
2025-11-05 14:43:00+00:00,268.0450134277344,279.7300109863281,511.7500915527344
2025-11-05 14:44:00+00:00,267.8999938964844,279.718994140625,511.1600036621094
2025-11-05 14:45:00+00:00,268.25,280.0,511.6650085449219
2025-11-05 14:46:00+00:00,267.9949951171875,279.8399963378906,511.61370849609375
2025-11-05 14:47:00+00:00,268.20001220703125,280.42498779296875,511.7950134277344
2025-11-05 14:48:00+00:00,268.14990234375,280.6099853515625,511.8399963378906
2025-11-05 14:49:00+00:00,268.0249938964844,280.8550109863281,512.0800170898438
2025-11-05 14:50:00+00:00,268.3450012207031,281.2149963378906,511.8500061035156
2025-11-05 14:51:00+00:00,268.510009765625,281.36151123046875,512.11376953125
2025-11-05 14:52:00+00:00,268.5,281.860595703125,511.94000244140625
2025-11-05 14:53:00+00:00,268.6199951171875,282.3395080566406,512.094970703125
2025-11-05 14:54:00+00:00,268.52508544921875,282.6759948730469,512.00341796875
2025-11-05 14:55:00+00:00,268.94000244140625,283.1499938964844,512.0855102539062
2025-11-05 14:56:00+00:00,269.4294128417969,283.2900085449219,512.0499877929688
2025-11-05 14:57:00+00:00,269.3811950683594,283.2799987792969,511.8699951171875
2025-11-05 14:58:00+00:00,269.2449951171875,283.31219482421875,511.8900146484375
2025-11-05 14:59:00+00:00,269.2349853515625,284.0,512.0700073242188
2025-11-05 15:00:00+00:00,269.3800048828125,284.3800048828125,511.8699951171875
